CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ZeroBalanceFlag,Log_Balance,Geography_Germany,Geography_Spain
-0.3262214220367463,0,0.3426149903169965,-1.0417596792253108,-0.9115834940401767,1,1,0.021886493995386117,1,1,-1.3273578283218463,0,0
-0.4400359548576657,0,0.24001107611090022,-1.3875375865624426,-0.9115834940401767,0,1,0.21653375188734025,0,0,0.6947706423481352,0,1
-1.536794180222889,0,0.3426149903169965,1.03290776479748,2.52705661927622,1,0,0.24068690006348814,1,0,0.8097377045579923,0,0
0.5015206348426676,0,0.03480324769870767,-1.3875375865624426,0.8077365626180215,0,0,-0.10891791702847127,0,1,-1.3273578283218463,0,0
2.063883767202561,0,0.44521890452309276,-1.0417596792253108,-0.9115834940401767,1,1,-0.36527578251440274,0,0,0.7668099918405068,0,1
-0.05720525355093678,1,0.547822818729189,1.03290776479748,0.8077365626180215,1,0,0.8636502870218095,1,0,0.7492689323636439,0,1
1.7741740472947665,1,1.1634463039657668,0.6871298574603482,0.8077365626180215,1,1,-1.5654872211931183,0,1,-1.3273578283218463,0,0
-2.840487919807966,0,-0.9912358943622551,-0.35020386455104724,4.246376675934418,1,0,0.33485372981012046,1,0,0.7512818241772565,1,0
-1.5471409559338818,1,0.547822818729189,-0.35020386455104724,0.8077365626180215,0,1,-0.4373288460949081,0,0,0.78889188670555,0,0
0.3463189991777775,1,-1.1964437227744478,-1.0417596792253108,-0.9115834940401767,1,1,-0.49323048409247083,0,0,0.7792863105753441,0,0
-1.2677780117370796,1,-0.7860280659500626,0.3413519501232164,0.8077365626180215,0,0,-0.34619970089236274,0,0,0.729840852878786,0,0
-1.5885280587778525,1,-1.5042554653927365,-0.695981771888179,0.8077365626180215,1,0,-0.412123315592307,0,1,-1.3273578283218463,0,1
-1.8058103487086987,0,-0.4782163233317737,1.7244635794717436,0.8077365626180215,1,0,-1.283817056739873,0,1,-1.3273578283218463,0,0
-1.0504957218062334,0,-1.4016515511866403,-0.004425957213915414,0.8077365626180215,0,0,1.5783569986897874,0,1,-1.3273578283218463,0,0
-0.1606730106608635,0,-0.37561240912567745,0.6871298574603482,0.8077365626180215,1,1,-0.5936359656444845,0,1,-1.3273578283218463,0,1
-0.3572617491697243,1,0.6504267329352853,-0.695981771888179,0.8077365626180215,0,1,-0.6218824846013182,0,0,0.790240857609175,1,0
